system:index,area,indexed,system:time_start,.geo
2012_02_18,32674.623529411765,0.9204378582329577,1329523200000,
2012_03_05,34292.0,0.9659990422265415,1330905600000,
2012_03_21,36417.0,1.0258598833769965,1332288000000,
2012_04_06,38703.0,1.0902560635510858,1333670400000,
2012_04_22,36626.0,1.0317473731654412,1335052800000,
2012_05_08,34814.623529411765,0.9807212464974159,1336435200000,
2012_05_24,30070.0,0.8470661145384377,1337817600000,
2012_06_09,28039.0,0.7898532353024029,1339200000000,
2012_06_25,27984.0,0.7883038958843911,1340582400000,
2012_07_11,28969.0,0.816051156370602,1341964800000,
2012_07_27,30110.0,0.8481929068424463,1343347200000,
2012_08_12,32076.0,0.9035747485844672,1344729600000,
2012_08_28,33713.0,0.9496887236260176,1346112000000,
2012_09_13,34169.0,0.9625341558917153,1347494400000,
2012_09_29,33087.623529411765,0.9320719887718462,1348876800000,
2012_10_15,34862.0,0.9820558325586636,1350259200000,
2012_10_31,32725.623529411765,0.9218745184205686,1351641600000,
2012_11_16,31658.105882352942,0.8918027516930883,1353024000000,
2012_12_02,30473.24705882353,0.8584255066008487,1354406400000,
2012_12_18,27671.482352941177,0.7795003338950725,1355788800000,
2013_01_01,26827.623529411765,0.7557289931945059,1356998400000,
2013_01_17,28111.0,0.7918814614496184,1358380800000,
2013_02_02,32439.729411764707,0.913820936132418,1359763200000,
2013_02_18,36704.623529411765,1.0339621828618204,1361145600000,
2013_03_06,39498.623529411765,1.1126686252968185,1362528000000,
2013_03_22,38788.0,1.092650497197104,1363910400000,
2013_04_07,40391.623529411765,1.1378242634838098,1365292800000,
2013_04_23,40771.0,1.1485112256683288,1366675200000,
2013_05_09,37310.623529411765,1.0510330862675503,1368057600000,
2013_05_25,32226.0,0.9078002197244993,1369440000000,
2013_06_10,30985.0,0.8728414884926335,1370822400000,
2013_06_26,30613.623529411765,0.8623798847689165,1372204800000,
2013_07_12,30329.0,0.8543620947068932,1373587200000,
2013_07_28,32523.0,0.9161666525817629,1374969600000,
2013_08_13,34704.0,0.9776050029578298,1376352000000,
2013_08_29,34997.623529411765,0.985876321288255,1377734400000,
2013_09_14,35552.0,1.0014929998028113,1379116800000,
2013_09_30,33949.0,0.9563367982196681,1380499200000,
2013_10_16,33202.0,0.9352939519423082,1381881600000,
2013_11_01,36508.623529411765,1.0284409005721784,1383264000000,
2013_11_17,33752.0,0.950787346122426,1384646400000,
2013_12_03,31580.729411764707,0.8896230714038341,1386028800000,
2013_12_19,27845.0,0.7843882926279614,1387411200000,
2014_01_01,26858.0,0.75658469252655,1388534400000,
2014_01_17,31023.623529411765,0.8739295058850042,1389916800000,
2014_02_02,34615.623529411765,0.9751154547849732,1391299200000,
2014_02_18,42599.0,1.20000563396152,1392681600000,
2014_03_06,43171.560784313726,1.2161345610950653,1394064000000,
2014_03_22,40753.24705882353,1.1480111287310497,1395446400000,
2014_04_07,42126.0,1.1866813149666189,1396828800000,
2014_04_23,42020.623529411765,1.1837128800645587,1398211200000,
2014_05_09,35638.0,1.0039156032564298,1399593600000,
2014_05_25,31977.623529411765,0.9008035023356085,1400976000000,
2014_06_10,29670.0,0.8357981914983521,1402358400000,
2014_06_26,30064.623529411765,0.846914660396399,1403740800000,
2014_07_12,30038.0,0.8461646806952309,1405123200000,
2014_07_28,32398.0,0.9126454266317361,1406505600000,
2014_08_13,33870.0,0.9541113834192513,1407888000000,
2014_08_29,34515.0,0.9722809093213893,1409270400000,
2014_09_14,34091.0,0.9603369108988986,1410652800000,
2014_09_30,33772.623529411765,0.9513683069779928,1412035200000,
2014_10_16,32339.0,0.9109834079833234,1413417600000,
2014_11_01,30527.24705882353,0.8599466762112603,1414800000000,
2014_11_17,29859.0,0.8411222851347925,1416182400000,
2014_12_03,29901.0,0.8423054170540015,1417564800000,
2014_12_19,30093.623529411765,0.8477315848168051,1418947200000,
2015_01_01,28117.0,0.7920504802952196,1420070400000,
2015_01_17,29374.623529411765,0.8274774931522512,1421452800000,
2015_02_02,35985.0,1.013690526493704,1422835200000,
2015_02_18,40115.0,1.1300318318825882,1424217600000,
2015_03_06,42150.623529411765,1.1873749550525865,1425600000000,
2015_03_22,43504.0,1.2254993098397138,1426982400000,
2015_04_07,42921.0,1.209076312008789,1428364800000,
2015_04_23,41740.0,1.175807769232936,1429747200000,
2015_05_09,37745.0,1.0632693878700807,1431129600000,
2015_05_25,33403.0,0.9409560832699513,1432512000000,
2015_06_10,33136.0,0.9334347446406941,1433894400000,
2015_06_26,33423.0,0.9415194794219556,1435276800000,
2015_07_12,34301.623529411765,0.966270135198506,1436659200000,
2015_07_28,35678.0,1.0050423955604384,1438041600000,
2015_08_13,37277.0,1.0500859179131807,1439424000000,
2015_08_29,37820.0,1.0653821234400969,1440806400000,
2015_09_14,38710.0,1.0904532522042873,1442188800000,
2015_09_30,36199.0,1.0197188653201499,1443571200000,
2015_10_16,34428.24705882353,0.9698370956596954,1444953600000,
2015_11_01,33817.0,0.9526183836164399,1446336000000,
2015_11_17,34228.117647058825,0.9641994886351397,1447718400000,
2015_12_03,29030.623529411765,0.8177870793377775,1449100800000,
2015_12_19,28416.24705882353,0.8004802123672083,1450483200000,
2016_01_01,29220.63529411765,0.8231396741913194,1451606400000,
2016_01_17,33340.0,0.9391813853911378,1452988800000,
2016_02_02,34997.623529411765,0.985876321288255,1454371200000,
2016_02_18,40861.0,1.151046508352348,1455753600000,
2016_03_05,42358.0,1.1932167103298685,1457136000000,
2016_03_21,43431.0,1.2234429138848981,1458518400000,
2016_04_06,44236.0,1.2461196090030706,1459900800000,
2016_04_22,43151.0,1.2155553677568383,1461283200000,
2016_05_08,40097.0,1.1295247753457844,1462665600000,
2016_05_24,39914.0,1.1243697005549451,1464048000000,
2016_06_09,38504.0,1.0846502718386433,1465430400000,
2016_06_25,38626.0,1.0880869883658695,1466812800000,
2016_07_11,38547.0,1.0858615735654527,1468195200000,
2016_07_27,39669.0,1.1174680976928928,1469577600000,
2016_08_12,39690.0,1.1180596636524973,1470960000000,
2016_08_28,37848.0,1.066170878052903,1472342400000,
2016_09_13,37021.0,1.0428744471675258,1473724800000,
2016_09_29,36010.0,1.0143947716837094,1475107200000,
2016_10_15,36602.0,1.031071297783036,1476489600000,
2016_10_31,36418.0,1.0258880531845969,1477872000000,
2016_11_16,31300.0,0.8817149778867011,1479254400000,
2016_12_02,28571.0,0.8048395729457167,1480636800000,
2016_12_18,28264.623529411765,0.7962090067160136,1482019200000,
2017_01_01,28537.0,0.8038817994873095,1483228800000,
2017_01_17,29723.0,0.8372911913011634,1484611200000,
2017_02_02,31554.0,0.8888701090171555,1485993600000,
2017_02_18,36549.0,1.0295782979802248,1487376000000,
2017_03_06,41891.0,1.1800614101805684,1488758400000,
2017_03_22,44157.0,1.2438941942026536,1490140800000,
2017_04_07,44995.0,1.267500492971633,1491523200000,
2017_04_23,44114.0,1.2426828924758444,1492905600000,
2017_05_09,39898.0,1.1239189836333419,1494288000000,
2017_05_25,40732.0,1.1474126031719203,1495670400000,
2017_06_10,40256.0,1.1340037747542184,1497052800000,
2017_06_26,39664.0,1.1173272486548917,1498435200000,
2017_07_12,39212.0,1.104594495619595,1499817600000,
2017_07_28,39889.0,1.12366545536494,1501200000000,
2017_08_13,38259.0,1.077748668976591,1502582400000,
2017_08_29,39389.0,1.1095805515648327,1503964800000,
2017_09_14,45655.0,1.2860925659877742,1505347200000,
2017_09_30,43087.0,1.2137525000704246,1506729600000,
2017_10_16,43686.0,1.2306262148229528,1508112000000,
2017_11_01,41848.0,1.1788501084537593,1509494400000,
2017_11_17,38716.0,1.0906222710498887,1510876800000,
2017_12_03,34386.0,0.9686470041409617,1512259200000,
2017_12_19,35394.0,0.9970421702019775,1513641600000,
2018_01_01,38341.623529411765,1.0800761579033709,1514764800000,
2018_01_17,39136.0,1.1024535902419788,1516147200000,
2018_02_02,35694.0,1.0054931124820417,1517529600000,
2018_02_18,45161.0,1.2721766810332686,1518912000000,
2018_03_06,46871.0,1.3203470520296345,1520294400000,
2018_03_22,47121.0,1.3273895039296881,1521676800000,
2018_04_07,48603.0,1.3691371587932055,1523059200000,
